Location,Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Storage Condition,Production Date,Expiration Date,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg)
Kerala,921.26,37,Small,13-04-2021,7,Lassi,Amul,948.65,96.43,91478.3195,17,Refrigerated,27-03-2021,13-04-2021,217,92.55,20083.35,Chandigarh,Retail,731,45.17,124.45
Madhya Pradesh,965.81,55,Small,25-12-2020,5,Ice Cream,Mother Dairy,449.4,24.83,11158.602,27,Frozen,26-10-2020,22-11-2020,261,28.58,7459.38,Chandigarh,Wholesale,188,55.56,30.41
Kerala,675.16,80,Medium,02-10-2020,10,Ghee,Amul,677.2,25.03,16950.316,87,Ambient,24-08-2020,19-11-2020,73,27.16,1982.68,Chandigarh,Wholesale,604,29.41,35.58
Telangana,385.57,65,Small,23-03-2019,2,Butter,Amul,300.72,35.21,10588.3512,39,Frozen,09-03-2019,17-04-2019,268,39.13,10486.84,Rajasthan,Online,32,17.37,115.85
Telangana,657.66,18,Medium,07-03-2019,9,Paneer,Amul,631.9,52.86,33402.234,12,Refrigerated,21-01-2019,02-02-2019,587,55.72,32707.64,Karnataka,Online,44,77.29,185.57
Karnataka,346.43,64,Large,21-11-2019,9,Paneer,Sudha,329.66,57.63,18998.3058,10,Refrigerated,13-10-2019,23-10-2019,8,53.35,426.8,Kerala,Retail,321,21.84,175.05
Chandigarh,350.72,82,Medium,17-11-2022,3,Cheese,Dynamix Dairies,954.93,38.36,36631.1148,30,Frozen,04-10-2022,03-11-2022,374,36.49,13647.26,Gujarat,Retail,580,52.06,26.59
Rajasthan,940.19,87,Medium,28-09-2021,1,Milk,Raj,587.06,84.38,49536.1228,30,Tetra Pack,17-08-2021,16-09-2021,109,88.35,9630.15,Karnataka,Online,478,90.08,58.32
Chandigarh,800.16,25,Small,16-03-2021,5,Ice Cream,Mother Dairy,739,87.21,64448.19,29,Frozen,12-03-2021,10-04-2021,381,91.04,34686.24,Chandigarh,Retail,358,71.88,66.44
Chandigarh,489.73,80,Large,24-04-2021,6,Curd,Raj,799.33,22.21,17753.1193,7,Refrigerated,06-03-2021,13-03-2021,146,20.11,2936.06,Jharkhand,Retail,653,44.41,78.93
Rajasthan,394.96,55,Medium,02-01-2022,5,Ice Cream,Amul,367.48,21.01,7720.7548,27,Frozen,18-11-2021,15-12-2021,207,18.65,3860.55,Uttar Pradesh,Online,160,82.46,84.81
Chandigarh,689.33,89,Medium,08-01-2019,9,Paneer,Sudha,405.07,35.15,14238.2105,10,Refrigerated,19-12-2018,29-12-2018,309,37.34,11538.06,Telangana,Retail,96,52.34,167.14
Kerala,193.77,39,Small,18-08-2019,8,Buttermilk,Mother Dairy,988.74,29.77,29434.7898,8,Refrigerated,29-07-2019,06-08-2019,931,29.84,27781.04,Delhi,Retail,57,13.83,147.91
West Bengal,37.37,13,Small,12-08-2019,3,Cheese,Britannia Industries,522.79,30.55,15971.2345,89,Frozen,25-06-2019,22-09-2019,444,32.65,14496.6,Bihar,Online,78,83.01,43.69
Kerala,27.75,26,Small,16-05-2022,5,Ice Cream,Dodla Dairy,241.11,71.07,17135.6877,30,Frozen,04-05-2022,03-06-2022,57,69.85,3981.45,Chandigarh,Wholesale,184,50.08,27.55
Delhi,637.32,43,Small,14-12-2022,10,Ghee,Amul,332.64,61.55,20473.992,149,Ambient,04-11-2022,02-04-2023,93,58.81,5469.33,Bihar,Wholesale,239,91.19,101.86
Madhya Pradesh,185.6,33,Small,08-03-2022,3,Cheese,Britannia Industries,975.82,53.99,52684.5218,69,Frozen,22-02-2022,02-05-2022,408,50.68,20677.44,Jharkhand,Online,567,75.88,159.34
Tamil Nadu,101.62,48,Medium,25-07-2020,9,Paneer,Sudha,488.57,90.78,44352.3846,14,Refrigerated,30-06-2020,14-07-2020,418,87.22,36457.96,Karnataka,Wholesale,70,36.44,96.62
Chandigarh,162.24,29,Small,04-10-2022,7,Lassi,Amul,722.73,40.72,29429.5656,15,Refrigerated,02-10-2022,17-10-2022,192,39.38,7560.96,Rajasthan,Retail,530,53.12,38.47
Delhi,220.53,73,Medium,14-04-2021,9,Paneer,Mother Dairy,243.02,23.32,5667.2264,11,Refrigerated,17-02-2021,28-02-2021,145,21.87,3171.15,Telangana,Online,98,51.58,143.89
Gujarat,181.93,41,Medium,03-10-2019,6,Curd,Mother Dairy,64.45,42.88,2763.616,7,Refrigerated,12-09-2019,19-09-2019,16,45.04,720.64,Jharkhand,Retail,48,60.05,137.15
Gujarat,490.67,95,Small,09-07-2020,4,Yogurt,Palle2patnam,939.72,48.56,45632.8032,28,Frozen,27-06-2020,25-07-2020,335,43.68,14632.8,Madhya Pradesh,Wholesale,604,44.03,87.33
Rajasthan,896.22,81,Large,03-11-2021,8,Buttermilk,Raj,801.53,39.72,31836.7716,11,Refrigerated,14-10-2021,25-10-2021,360,37.74,13586.4,Bihar,Online,441,88.36,153.61
Telangana,619.01,38,Large,01-07-2020,1,Milk,Raj,592.66,91.25,54080.225,1,Polythene Packet,27-06-2020,28-06-2020,552,92.15,50866.8,Telangana,Retail,40,81.05,44.3
West Bengal,878.27,98,Large,25-12-2020,7,Lassi,Amul,907.9,65.02,59031.658,17,Refrigerated,18-12-2020,04-01-2021,559,68.16,38101.44,Telangana,Retail,348,58.84,58.94
Delhi,135.82,23,Small,24-05-2021,5,Ice Cream,Mother Dairy,262.57,86.92,22822.5844,26,Frozen,17-04-2021,13-05-2021,131,89.28,11695.68,Bihar,Wholesale,131,99.05,74.15
Tamil Nadu,269.42,63,Small,16-01-2022,9,Paneer,Mother Dairy,97.47,43.76,4265.2872,14,Refrigerated,19-12-2021,02-01-2022,62,43.07,2670.34,Maharashtra,Retail,35,39.79,198.03
Rajasthan,488.87,76,Large,26-09-2021,4,Yogurt,Amul,348.12,45.9,15978.708,23,Refrigerated,12-09-2021,05-10-2021,149,47.38,7059.62,Madhya Pradesh,Online,199,78.88,140.92
Karnataka,312.8,19,Medium,28-05-2019,6,Curd,Amul,694.77,35,24316.95,7,Refrigerated,16-04-2019,23-04-2019,570,34.45,19636.5,Madhya Pradesh,Online,124,79.81,61.12
Delhi,186.24,25,Medium,09-08-2019,3,Cheese,Amul,363.67,37.12,13499.4304,79,Frozen,13-07-2019,30-09-2019,137,41.7,5712.9,Chandigarh,Retail,226,22.66,162.15
Madhya Pradesh,470.5,98,Medium,05-07-2022,6,Curd,Amul,155,81.1,12570.5,7,Refrigerated,30-05-2022,06-06-2022,100,82.53,8253,Telangana,Online,55,86.93,53.97
Jharkhand,32.5,66,Large,03-06-2022,6,Curd,Amul,713.96,46.3,33056.348,7,Refrigerated,19-05-2022,26-05-2022,141,46.23,6518.43,Telangana,Wholesale,572,22.64,60.2
Delhi,147.92,95,Medium,15-01-2019,7,Lassi,Mother Dairy,65.25,49.98,3261.195,16,Refrigerated,25-12-2018,10-01-2019,8,45.06,360.48,Bihar,Retail,57,25.84,87.56
Maharashtra,336.9,93,Small,08-07-2019,8,Buttermilk,Mother Dairy,626.19,23.54,14740.5126,11,Refrigerated,24-05-2019,04-06-2019,82,22.99,1885.18,West Bengal,Online,544,10.91,143.48
Gujarat,32.15,54,Small,17-10-2019,10,Ghee,Mother Dairy,353.48,60.82,21498.6536,119,Ambient,19-08-2019,16-12-2019,306,57.6,17625.6,Kerala,Wholesale,47,94.12,25.39
Jharkhand,601.02,70,Large,04-09-2019,6,Curd,Amul,78.25,68.42,5353.865,5,Refrigerated,23-08-2019,28-08-2019,26,63.94,1662.44,Uttar Pradesh,Wholesale,52,92.97,60.72
Delhi,512.43,94,Medium,12-09-2020,3,Cheese,Passion Cheese,680.47,55.89,38031.4683,77,Refrigerated,24-08-2020,09-11-2020,49,52.18,2556.82,Delhi,Wholesale,631,16.3,127.77
Haryana,815.61,90,Small,02-12-2019,8,Buttermilk,Mother Dairy,510.38,27.96,14270.2248,8,Refrigerated,12-10-2019,20-10-2019,357,26.4,9424.8,Madhya Pradesh,Retail,153,49.4,198.79
Telangana,411.76,77,Small,21-02-2019,5,Ice Cream,Dodla Dairy,314.31,30.62,9624.1722,29,Frozen,13-01-2019,11-02-2019,143,34.65,4954.95,Tamil Nadu,Wholesale,171,89.1,45.01
Uttar Pradesh,616.68,52,Small,14-11-2019,7,Lassi,Amul,677.17,95.98,64994.7766,12,Refrigerated,06-11-2019,18-11-2019,367,95.84,35173.28,Jharkhand,Retail,310,91.29,97.18
Bihar,228.53,39,Small,18-10-2022,10,Ghee,Raj,475.03,73.55,34938.4565,146,Ambient,12-10-2022,07-03-2023,105,76.21,8002.05,West Bengal,Retail,370,43.44,34.01
Uttar Pradesh,60.31,20,Medium,25-12-2020,5,Ice Cream,Mother Dairy,156.73,36.32,5692.4336,27,Frozen,02-11-2020,29-11-2020,148,39.13,5791.24,Rajasthan,Wholesale,8,62.82,113.68
Chandigarh,118.53,40,Large,05-03-2021,10,Ghee,Amul,748.24,84.16,62971.8784,125,Ambient,30-01-2021,04-06-2021,678,79.69,54029.82,Maharashtra,Wholesale,70,99.93,147.63
Gujarat,391.01,55,Medium,14-09-2022,9,Paneer,Raj,702.1,59.11,41501.131,13,Refrigerated,23-07-2022,05-08-2022,592,55.41,32802.72,Karnataka,Online,110,72.02,103.46
Karnataka,996.57,100,Medium,28-09-2019,3,Cheese,Amul,572.78,38.33,21954.6574,74,Refrigerated,13-08-2019,26-10-2019,533,33.96,18100.68,Uttar Pradesh,Wholesale,39,24.66,61.67
Kerala,638.17,54,Small,13-11-2019,8,Buttermilk,Sudha,845.99,23.46,19846.9254,9,Refrigerated,09-11-2019,18-11-2019,495,25.56,12652.2,Karnataka,Online,350,92.29,83.67
Delhi,259.51,85,Small,01-02-2020,5,Ice Cream,Palle2patnam,426.03,56.25,23964.1875,22,Frozen,03-01-2020,25-01-2020,134,59.06,7914.04,Chandigarh,Online,292,43.82,126.07
Maharashtra,640.44,91,Large,09-10-2022,2,Butter,Mother Dairy,603.26,54.19,32690.6594,29,Frozen,10-09-2022,09-10-2022,46,58.88,2708.48,West Bengal,Retail,557,58.45,33.47
Delhi,255.45,25,Small,23-09-2022,5,Ice Cream,Amul,953.01,95.3,90821.853,23,Frozen,22-09-2022,15-10-2022,465,99.64,46332.6,Delhi,Wholesale,488,85.98,109.6
West Bengal,580.82,51,Small,20-04-2019,1,Milk,Sudha,380.68,37.25,14180.33,24,Tetra Pack,13-04-2019,07-05-2019,142,39.56,5617.52,West Bengal,Retail,238,47.13,187.85
Madhya Pradesh,112.97,36,Medium,21-01-2019,4,Yogurt,Mother Dairy,948.26,11.2,10620.512,25,Frozen,02-12-2018,27-12-2018,928,9.71,9010.88,Chandigarh,Wholesale,20,14.23,61.99
Gujarat,743.43,53,Small,27-02-2020,9,Paneer,Raj,936.16,49.46,46302.4736,10,Refrigerated,07-02-2020,17-02-2020,29,52.37,1518.73,Rajasthan,Retail,907,71.33,26.94
Chandigarh,860.79,67,Large,15-10-2019,1,Milk,Sudha,698.27,33.4,23322.218,22,Tetra Pack,03-09-2019,25-09-2019,169,33.18,5607.42,Madhya Pradesh,Wholesale,529,77.14,175.16
Maharashtra,962.51,61,Small,16-08-2021,2,Butter,Warana,944.23,67.03,63291.7369,36,Frozen,16-07-2021,21-08-2021,264,66.07,17442.48,Delhi,Wholesale,680,56.67,106.73
Chandigarh,210.7,53,Large,19-01-2020,2,Butter,Warana,340.64,31.62,10771.0368,36,Refrigerated,22-12-2019,27-01-2020,198,27.89,5522.22,Madhya Pradesh,Retail,142,92.52,152.67
Karnataka,679.72,39,Small,13-02-2022,1,Milk,Raj,796.06,90.59,72115.0754,2,Polythene Packet,23-01-2022,25-01-2022,315,89.85,28302.75,West Bengal,Retail,481,81.68,174.5
West Bengal,760.89,93,Small,23-06-2019,6,Curd,Amul,988.81,55.82,55195.3742,6,Refrigerated,09-06-2019,15-06-2019,190,54.04,10267.6,Uttar Pradesh,Retail,798,17.42,93.99
West Bengal,208.72,55,Large,17-10-2021,5,Ice Cream,Mother Dairy,135.82,49.18,6679.6276,23,Frozen,22-09-2021,15-10-2021,31,48.83,1513.73,Delhi,Retail,104,76.62,167.29
Telangana,258.03,77,Large,01-01-2022,1,Milk,Amul,682.17,60.42,41216.7114,1,Polythene Packet,27-11-2021,28-11-2021,145,57.03,8269.35,Delhi,Wholesale,537,13.29,83.16
Uttar Pradesh,847.87,33,Medium,12-02-2022,6,Curd,Mother Dairy,908.89,70.64,64203.9896,6,Refrigerated,16-01-2022,22-01-2022,324,70.24,22757.76,Madhya Pradesh,Retail,584,98.95,76.9
Tamil Nadu,996.42,10,Large,04-07-2020,1,Milk,Amul,552.91,96.84,53543.8044,2,Polythene Packet,11-06-2020,13-06-2020,371,99.72,36996.12,Bihar,Retail,181,58.23,123.05
Rajasthan,545.89,65,Small,27-06-2021,5,Ice Cream,Amul,894.2,40.32,36054.144,28,Frozen,02-06-2021,30-06-2021,879,41.5,36478.5,Telangana,Wholesale,15,25.01,119.87
Rajasthan,660.43,58,Medium,10-04-2022,3,Cheese,Amul,313.73,27.03,8480.1219,47,Refrigerated,02-04-2022,19-05-2022,251,27.9,7002.9,Maharashtra,Wholesale,62,88.87,125.21
Chandigarh,363.23,29,Medium,25-01-2022,4,Yogurt,Mother Dairy,833.01,72.31,60234.9531,27,Frozen,15-01-2022,11-02-2022,110,72.18,7939.8,Uttar Pradesh,Wholesale,723,93.47,34.14
Maharashtra,17.99,94,Medium,15-08-2019,4,Yogurt,Dodla Dairy,437.19,26.91,11764.7829,28,Frozen,25-07-2019,22-08-2019,265,31.45,8334.25,Gujarat,Retail,172,88.34,25.31
Telangana,397.48,74,Small,17-02-2021,10,Ghee,Mother Dairy,236.82,50.64,11992.5648,117,Ambient,21-01-2021,18-05-2021,45,53.49,2407.05,Rajasthan,Wholesale,191,43.42,155.44
Uttar Pradesh,914.72,48,Medium,20-04-2020,5,Ice Cream,Dodla Dairy,341.06,96.92,33055.5352,30,Frozen,28-02-2020,29-03-2020,26,93.25,2424.5,Haryana,Online,315,72.93,41.06
Madhya Pradesh,387.21,92,Large,01-01-2019,3,Cheese,Passion Cheese,714.67,88.78,63448.4026,49,Frozen,20-11-2018,08-01-2019,304,89.54,27220.16,West Bengal,Wholesale,410,74.72,99.37
Rajasthan,858.76,58,Large,13-10-2022,7,Lassi,Raj,326.85,15.25,4984.4625,15,Refrigerated,28-09-2022,13-10-2022,226,19.13,4323.38,Rajasthan,Wholesale,100,82.79,84.37
Madhya Pradesh,313.58,94,Large,21-10-2021,2,Butter,Parag Milk Foods,653.39,13.17,8605.1463,29,Frozen,29-08-2021,27-09-2021,524,15.34,8038.16,Gujarat,Online,129,16.72,111.17
Bihar,287.58,73,Large,08-11-2020,9,Paneer,Amul,234.06,78.48,18369.0288,11,Refrigerated,24-10-2020,04-11-2020,31,79.12,2452.72,Delhi,Online,203,17.99,134.09
West Bengal,215.19,17,Large,21-09-2020,8,Buttermilk,Amul,58.21,62.62,3645.1102,8,Refrigerated,12-09-2020,20-09-2020,12,65.39,784.68,Gujarat,Retail,46,67.36,111.97
Telangana,694.55,96,Medium,18-11-2021,10,Ghee,Amul,779.82,49.57,38655.6774,118,Ambient,29-09-2021,25-01-2022,21,46.27,971.67,Tamil Nadu,Wholesale,758,52.78,184.55
Kerala,609.9,45,Medium,14-12-2022,6,Curd,Raj,487.08,66.92,32595.3936,6,Refrigerated,08-11-2022,14-11-2022,171,62.52,10690.92,Delhi,Wholesale,316,57,130.85
Gujarat,485.14,29,Large,28-07-2021,10,Ghee,Mother Dairy,666.95,85.79,57217.6405,63,Ambient,11-07-2021,12-09-2021,104,88.57,9211.28,Gujarat,Retail,562,27.2,121.87
Bihar,597.3,32,Medium,17-06-2020,6,Curd,Sudha,379.93,34.68,13175.9724,7,Refrigerated,02-06-2020,09-06-2020,346,38.62,13362.52,Chandigarh,Retail,33,45.63,185.85
Maharashtra,610.59,42,Medium,07-02-2022,3,Cheese,Dynamix Dairies,670.49,63.47,42556.0003,46,Refrigerated,17-12-2021,01-02-2022,222,66.78,14825.16,Jharkhand,Retail,448,77.89,111.21
Chandigarh,264.39,27,Small,09-01-2021,6,Curd,Mother Dairy,673.59,21.21,14286.8439,6,Refrigerated,23-11-2020,29-11-2020,485,26.19,12702.15,Gujarat,Online,188,34.08,169.26
West Bengal,243.84,53,Large,08-07-2019,1,Milk,Mother Dairy,857.82,64.72,55518.1104,24,Tetra Pack,09-05-2019,02-06-2019,166,65.5,10873,Kerala,Wholesale,691,86.95,68.47
West Bengal,449.12,93,Large,27-12-2019,4,Yogurt,Amul,26.88,52.25,1404.48,23,Refrigerated,13-11-2019,06-12-2019,19,50.81,965.39,Bihar,Online,7,20.17,93.91
Delhi,660.05,43,Large,09-04-2019,2,Butter,Mother Dairy,958.71,83.56,80109.8076,39,Refrigerated,27-03-2019,05-05-2019,575,79.14,45505.5,Bihar,Retail,383,29.2,106.53
West Bengal,639.54,52,Medium,17-09-2021,3,Cheese,Britannia Industries,807.69,63.8,51530.622,38,Refrigerated,22-08-2021,29-09-2021,288,61.88,17821.44,Bihar,Retail,519,11.71,28.83
Uttar Pradesh,515.63,11,Medium,18-01-2019,1,Milk,Sudha,761.45,49.28,37524.256,1,Polythene Packet,07-01-2019,08-01-2019,9,47.47,427.23,Gujarat,Online,752,37.43,124.16
Karnataka,365.52,38,Medium,25-09-2022,3,Cheese,Britannia Industries,642.94,36.44,23428.7336,38,Frozen,23-08-2022,30-09-2022,86,40.62,3493.32,Uttar Pradesh,Online,556,86.11,98.23
Kerala,70.17,58,Medium,21-07-2022,8,Buttermilk,Sudha,194.98,75.7,14759.986,9,Refrigerated,20-06-2022,29-06-2022,75,76.38,5728.5,Madhya Pradesh,Retail,119,54.02,94.48
Uttar Pradesh,785.43,29,Medium,07-11-2019,9,Paneer,Raj,110.55,24.91,2753.8005,11,Refrigerated,24-10-2019,04-11-2019,102,20.72,2113.44,Gujarat,Retail,8,32.91,82.96
Tamil Nadu,926.21,90,Large,28-01-2021,5,Ice Cream,Dodla Dairy,351.78,56.95,20033.871,27,Frozen,21-12-2020,17-01-2021,115,56.88,6541.2,Telangana,Retail,236,72.06,178.06
Delhi,205.67,60,Small,02-02-2021,8,Buttermilk,Mother Dairy,259.71,90.46,23493.3666,9,Refrigerated,28-12-2020,06-01-2021,116,95.41,11067.56,Rajasthan,Online,143,14.63,113.55
Delhi,701.4,20,Small,18-09-2021,5,Ice Cream,Mother Dairy,670.12,35.75,23956.79,26,Frozen,10-08-2021,05-09-2021,19,40.42,767.98,Delhi,Wholesale,651,75.52,147.91
Madhya Pradesh,233.14,96,Small,10-04-2021,6,Curd,Mother Dairy,163.34,85.87,14026.0058,6,Refrigerated,14-02-2021,20-02-2021,102,89.82,9161.64,West Bengal,Online,61,13.46,53.32
Karnataka,616.87,51,Small,22-09-2020,3,Cheese,Dynamix Dairies,528.32,46.3,24461.216,73,Frozen,03-08-2020,15-10-2020,453,42.85,19411.05,Maharashtra,Retail,75,62.02,149.49
Delhi,516.33,100,Medium,01-02-2019,9,Paneer,Amul,499.95,19.39,9694.0305,7,Refrigerated,11-01-2019,18-01-2019,248,19.71,4888.08,Tamil Nadu,Retail,251,54.35,150.12
Rajasthan,899.31,63,Large,23-12-2020,4,Yogurt,Amul,398.03,69.4,27623.282,22,Refrigerated,25-10-2020,16-11-2020,219,67.18,14712.42,Chandigarh,Wholesale,179,19.46,178.22
Delhi,951.8,77,Small,19-04-2021,10,Ghee,Amul,1.24,56.94,70.6056,85,Ambient,10-03-2021,03-06-2021,1,54.52,54.52,Bihar,Wholesale,0,88.2,172.34
Haryana,712.7,38,Small,03-07-2020,3,Cheese,Amul,730.61,40.3,29443.583,45,Refrigerated,13-06-2020,28-07-2020,725,38.73,28079.25,Madhya Pradesh,Wholesale,5,27.22,45.22
Jharkhand,347.94,33,Small,18-06-2020,7,Lassi,Amul,732.5,92.06,67433.95,15,Refrigerated,24-05-2020,08-06-2020,153,89.5,13693.5,Karnataka,Online,579,54.51,174.76
Telangana,815.76,43,Large,11-05-2022,6,Curd,Mother Dairy,459.49,94.85,43582.6265,5,Refrigerated,06-05-2022,11-05-2022,172,91.78,15786.16,Telangana,Online,287,23.83,49.24
West Bengal,814.3,22,Small,24-04-2022,3,Cheese,Passion Cheese,510.78,56.28,28746.6984,55,Refrigerated,11-04-2022,05-06-2022,106,55.03,5833.18,Bihar,Wholesale,404,73.72,53.32
Madhya Pradesh,306.61,43,Medium,09-01-2021,2,Butter,Warana,508.79,39.96,20331.2484,35,Frozen,18-11-2020,23-12-2020,115,40.1,4611.5,Telangana,Wholesale,393,85.57,115.92
Gujarat,20.6,15,Large,04-09-2021,6,Curd,Sudha,408.78,53.2,21747.096,5,Refrigerated,14-07-2021,19-07-2021,101,54.66,5520.66,Rajasthan,Online,307,91.62,191.82
Kerala,610.39,17,Medium,15-06-2022,9,Paneer,Raj,117.63,17.87,2102.0481,10,Refrigerated,15-05-2022,25-05-2022,49,19.47,954.03,Bihar,Retail,68,57.48,189.77
Madhya Pradesh,78.55,89,Medium,13-02-2019,2,Butter,Parag Milk Foods,746.15,77.47,57804.2405,25,Refrigerated,20-01-2019,14-02-2019,305,76.1,23210.5,Karnataka,Wholesale,441,34.35,104.43
Gujarat,703.93,27,Large,15-04-2019,4,Yogurt,Palle2patnam,205.61,80.95,16644.1295,24,Frozen,03-04-2019,27-04-2019,163,78.26,12756.38,Jharkhand,Retail,42,97.51,189.32
Madhya Pradesh,498.97,93,Small,11-01-2020,4,Yogurt,Mother Dairy,240.05,92.58,22223.829,25,Refrigerated,07-01-2020,01-02-2020,145,92.4,13398,Kerala,Wholesale,95,97.87,164.3
Madhya Pradesh,130.27,90,Large,04-09-2020,1,Milk,Raj,816.47,70.89,57879.5583,24,Tetra Pack,09-07-2020,02-08-2020,275,72.05,19813.75,Madhya Pradesh,Retail,541,30.21,57.87
Delhi,319.73,65,Medium,10-01-2021,4,Yogurt,Mother Dairy,821.24,41.42,34015.7608,28,Frozen,01-12-2020,29-12-2020,238,39.23,9336.74,Karnataka,Online,583,61.96,114.32
Bihar,451.11,39,Small,05-01-2021,3,Cheese,Passion Cheese,111.45,76.52,8528.154,41,Frozen,25-12-2020,04-02-2021,57,80.95,4614.15,Kerala,Online,54,28.28,134.72
Chandigarh,61.75,11,Medium,13-02-2022,9,Paneer,Raj,586.95,54.49,31982.9055,12,Refrigerated,10-01-2022,22-01-2022,442,58.69,25940.98,Chandigarh,Retail,144,79,96.23
West Bengal,282.75,92,Medium,18-05-2022,6,Curd,Mother Dairy,113.12,95.61,10815.4032,5,Refrigerated,10-05-2022,15-05-2022,13,95.34,1239.42,Haryana,Retail,100,47.73,59.33
Kerala,840.63,84,Small,09-06-2019,10,Ghee,Sudha,999.82,70.39,70377.3298,67,Ambient,02-06-2019,08-08-2019,328,72.53,23789.84,Chandigarh,Retail,671,63.4,124.95
Haryana,926.8,94,Small,09-06-2021,4,Yogurt,Palle2patnam,563.48,14.29,8052.1292,22,Frozen,01-06-2021,23-06-2021,144,9.46,1362.24,Gujarat,Online,419,58.77,186.5
Kerala,529.71,54,Large,19-10-2020,1,Milk,Raj,569.56,34.11,19427.6916,29,Tetra Pack,16-09-2020,15-10-2020,112,31.01,3473.12,Jharkhand,Retail,457,23.87,162.79
Telangana,596.41,64,Large,10-04-2021,7,Lassi,Amul,907.28,27.57,25013.7096,17,Refrigerated,09-03-2021,26-03-2021,8,23.95,191.6,Chandigarh,Retail,899,24.79,153.76
Madhya Pradesh,851.76,17,Medium,26-10-2022,2,Butter,Parag Milk Foods,51.32,53.9,2766.148,31,Frozen,10-09-2022,11-10-2022,4,49.68,198.72,Tamil Nadu,Retail,47,40.81,122.01
Delhi,746.15,51,Medium,26-07-2020,10,Ghee,Raj,161.6,49.35,7974.96,133,Ambient,27-06-2020,07-11-2020,99,46.41,4594.59,Delhi,Wholesale,62,95.35,73.54
Haryana,498.05,15,Medium,10-05-2019,8,Buttermilk,Mother Dairy,78.15,57.07,4460.0205,9,Refrigerated,15-04-2019,24-04-2019,71,53.08,3768.68,Jharkhand,Online,7,81.17,150.64
Uttar Pradesh,405.73,45,Small,21-01-2019,9,Paneer,Amul,422.02,12.17,5135.9834,11,Refrigerated,29-12-2018,09-01-2019,78,9.98,778.44,Delhi,Wholesale,344,56.39,184.51
Tamil Nadu,893.98,82,Small,04-01-2021,3,Cheese,Dynamix Dairies,617.67,82.82,51155.4294,29,Refrigerated,06-11-2020,05-12-2020,610,78.69,48000.9,Chandigarh,Retail,7,95.74,85.69
Madhya Pradesh,242.25,49,Small,08-10-2021,5,Ice Cream,Dodla Dairy,72.31,28.28,2044.9268,25,Frozen,22-08-2021,16-09-2021,52,24.72,1285.44,West Bengal,Retail,20,78.27,83.78
Gujarat,421.48,32,Large,14-05-2021,10,Ghee,Mother Dairy,427.33,19.97,8533.7801,112,Ambient,02-04-2021,23-07-2021,82,19.05,1562.1,Uttar Pradesh,Retail,345,26.72,36.61
Madhya Pradesh,587.1,54,Medium,15-11-2020,4,Yogurt,Amul,941.22,77.89,73311.6258,23,Refrigerated,01-11-2020,24-11-2020,151,78.99,11927.49,Maharashtra,Retail,790,31.84,122.47
West Bengal,499.69,44,Medium,20-10-2020,2,Butter,Parag Milk Foods,695.82,99.94,69540.2508,25,Frozen,14-09-2020,09-10-2020,626,100.41,62856.66,Rajasthan,Retail,69,94.87,110.03
Uttar Pradesh,932.94,42,Large,21-02-2022,8,Buttermilk,Amul,301.76,19.51,5887.3376,12,Refrigerated,22-01-2022,03-02-2022,287,23.23,6667.01,Gujarat,Retail,14,65.01,149.35
Telangana,492.02,83,Large,06-01-2019,5,Ice Cream,Dodla Dairy,421,73.47,30930.87,30,Frozen,07-11-2018,07-12-2018,404,74.63,30150.52,Jharkhand,Online,17,47.9,102.95
Delhi,734.97,60,Medium,06-10-2021,1,Milk,Mother Dairy,659.84,93.26,61536.6784,2,Polythene Packet,21-09-2021,23-09-2021,477,89.12,42510.24,Jharkhand,Wholesale,182,79.84,104.85
West Bengal,563.15,18,Medium,01-07-2021,5,Ice Cream,Mother Dairy,204.89,52.4,10736.236,24,Frozen,09-06-2021,03-07-2021,115,50.49,5806.35,Madhya Pradesh,Retail,89,90.01,105.13
Delhi,287.83,91,Small,27-05-2021,1,Milk,Mother Dairy,770.09,83.43,64248.6087,2,Polythene Packet,05-05-2021,07-05-2021,294,79.38,23337.72,Gujarat,Wholesale,476,20.99,93.27
Rajasthan,483.29,13,Large,24-12-2022,1,Milk,Raj,446.48,60.27,26909.3496,1,Polythene Packet,10-12-2022,11-12-2022,359,63.49,22792.91,Maharashtra,Wholesale,87,69.66,143.8
Delhi,534.21,75,Small,23-11-2022,1,Milk,Mother Dairy,22.36,99.06,2214.9816,1,Polythene Packet,05-11-2022,06-11-2022,11,101.72,1118.92,Kerala,Online,11,56.08,181.59
Jharkhand,292.92,39,Large,08-03-2019,9,Paneer,Sudha,704.27,30.57,21529.5339,10,Refrigerated,20-01-2019,30-01-2019,214,33.19,7102.66,Delhi,Online,490,37.14,24.18
Kerala,578.91,33,Small,25-01-2022,5,Ice Cream,Dodla Dairy,449.97,97.48,43863.0756,21,Frozen,02-01-2022,23-01-2022,217,99.07,21498.19,Karnataka,Wholesale,232,52.57,187.15
Gujarat,259.55,30,Medium,08-11-2020,7,Lassi,Mother Dairy,627.47,31.21,19583.3387,18,Refrigerated,10-09-2020,28-09-2020,387,28.45,11010.15,Rajasthan,Retail,240,11.22,169.87
